6768df4620 10year_startup_tip_1000
250c12eeae chroma_description_84016
7823b1fef1 chroma_description_84024
3095300f95 chroma_description_84025
2ec6063aca chroma_description_84027
098858c2f9 chroma_description_84031
36fcfdcecd chroma_description_86012
0079b2cdac chroma_description_86015
3f9cd71239 chroma_description_86021
72e7b58372 chroma_description_90008
50a90c45f0 chroma_description_9010
12f5dc082d chroma_description_92017
567a8ccdc4 chroma_description_92019
4225df36b3 chroma_description_92021
548557b6d5 chroma_description_98017
3cab22ae44 chroma_description_99009
0e0efc9878 chroma_dexcription_37011
4c88ec2742 companion_color_name_base
10914626ff companion_color_name_red
18feeb68b8 companion_description_akalidragon
2d30e76ada companion_description_gemtiger
5ce7653951 companion_description_ghosty
0fab51c752 companion_description_grumpylion
740a7553e8 companion_description_miner
3e7f4d11eb companion_description_minigolem
56bdbcdd1b companion_description_penguknight
44a5b9a590 companion_description_qiyanadog
2f074ee909 companion_description_sennabunny
69533a4b12 companion_description_sgcat
2cc0e6b35b companion_description_sgpig
341b3b502a companion_description_sgshisa
4e36516a8a companion_description_silverwing
1d3e6ece75 companion_description_spiritfox
15f51abf00 companion_description_turtle
4760a2fd3c companion_species_name_akalidragon
02e31b5c38 companion_species_name_gemtiger
0dc6d18398 companion_species_name_ghost
37c0439f6c companion_species_name_grumpylion
6ed43590ed companion_species_name_miner
749dcdd088 companion_species_name_minigolem
087fe4c7ff companion_species_name_penguknight
0edea048b3 companion_species_name_qiyanadog
596a81afe4 companion_species_name_sennabunny
53f57ba56f companion_species_name_sgcat
7dfb711331 companion_species_name_sgpig
6afa11f04b companion_species_name_sgshisa
0849648b59 companion_species_name_silverwing
0a74256197 companion_species_name_spiritfox
7c2b69820b companion_species_name_tft_avatar
3ceb042db7 companion_species_name_tft_avatar_blue
1b256468bd companion_species_name_turtle
467b28c488 companion_species_name_unicorn
1f50eec3a1 dark_current_form_tooltip
1f5f09135c data_dragon_category_champion
08a3e5d33d data_dragon_category_item
460b9d2497 data_dragon_category_mastery
502c5e720f data_dragon_category_rune
46dbd3f15b data_dragon_category_summoner
3f4c9d70a3 data_dragon_champstats_ability
29e3299022 data_dragon_champstats_attack
137ee8333c data_dragon_champstats_defense
66d7d54bcd data_dragon_champstats_difficulty
30f7fccd16 data_dragon_champstats_utility
1f150f32a6 data_dragon_general_details_
511d32f0d9 data_dragon_general_language
10f94790a9 data_dragon_general_range
02a1baf69f data_dragon_general_range_
3c2d69b620 data_dragon_general_require_points
53792815f7 data_dragon_item_info
3a68cdf0bf data_dragon_language_ar
5869ab7fb1 data_dragon_language_bg
62eeb64a80 data_dragon_language_cs
23535a9597 data_dragon_language_de
230aaa82b0 data_dragon_language_el
48e82b0f38 data_dragon_language_en
3832a6a20c data_dragon_language_es
01b69a68cb data_dragon_language_fr
458b92244a data_dragon_language_hu
28f1e83eec data_dragon_language_it
7058ef52e5 data_dragon_language_ja
6e45bdf09d data_dragon_language_ko
43ce03c748 data_dragon_language_nl
6832b08aa2 data_dragon_language_pl
756cb65542 data_dragon_language_pt
654c33676f data_dragon_language_ro
19ab0cf7f0 data_dragon_language_ru
7e18b77aa2 data_dragon_language_th
31fa5c69b3 data_dragon_language_tr
3e889b38fa data_dragon_language_vn
11532294e5 data_dragon_language_zh
58b5392bb6 data_dragon_language_zh_cn
7556b3aa29 data_dragon_language_zh_my
16f1cdc6d2 data_dragon_language_zh_tw
6fff6bb1d2 data_dragon_mastery_next_rank_
0040b10bb9 data_dragon_mastery_rank_
1156515931 data_dragon_mobile_companion
2a73ac6d48 data_dragon_mobile_forum
1d2dd678ec data_dragon_mobile_friends
40c59892ab data_dragon_mobile_news
784596f769 data_dragon_mobile_please_wait
174b5dd158 data_dragon_mode_classic
0647176032 data_dragon_mode_odin
4e97532c20 data_dragon_playing_against
33fb54de21 data_dragon_playing_as
7281d07f5c data_dragon_stats_cd_
39ce07b117 data_dragon_target_area
32b8eff4a0 data_dragon_target_cone
0e2069062c data_dragon_target_direction
79bec547e2 data_dragon_target_global
773a7ab98a data_dragon_target_location
34a9055de2 data_dragon_target_self
2f7c8b718f data_dragon_target_selfarea
56094e7bcf data_dragon_target_target
69b29c4afe data_dragon_target_variable
7c64491372 data_dragon_target_vector
036350dec7 disc_pres_map_10
2da33954e9 disc_pres_map_11
4cd759636a disc_pres_map_12
07fd13073b disc_pres_queuetype_aram
555906dd82 disc_pres_queuetype_bot
39123d7566 disc_pres_queuetype_custom
298d62ab68 disc_pres_queuetype_normal
678f3c94dd disc_pres_queuetype_ranked
3f3d916943 disc_pres_state_championselect
5bcafec9d7 disc_pres_state_hosting
44e5e6c3f8 disc_pres_state_hosting_custom
6bdd18e41e disc_pres_state_ingame
0adbf6aee0 disc_pres_state_inqueue
2c32f39bbc disc_pres_state_outofgame
6827c0eb96 duration
66affbff1d earth_current_form_tooltip
3a0abbb92c earth_current_meter_tooltip
1dd4b8afd4 earth_selection_button
5158392136 esports_support_icon_allstars_2018
3df2c4312e esports_support_icon_summerteampass_2019
15e178a94c esports_support_icon_summerteampass_2019_gold
791628348e esports_support_icon_worlds_2018
50f20680cd esports_support_icon_worlds_2018_gold
368337c4df esports_support_icon_worlds_2019
0a05a974ca extra_awesome_0
1f08074a78 extra_awesome_1
4b5bc79556 extra_awesome_10
01a4659319 extra_awesome_11
7026b2de83 extra_awesome_12
30be21f970 extra_awesome_13
581878b096 extra_awesome_13_0
2e3c8799f6 extra_awesome_13_1
1b21d0db22 extra_awesome_13_10
4c34b96be7 extra_awesome_13_2
1b3b57ef0c extra_awesome_13_3
1c339708dc extra_awesome_13_4
6187593e3c extra_awesome_13_5
5e728bd891 extra_awesome_13_6
1ac8525351 extra_awesome_13_7
383ca06f53 extra_awesome_13_8
01907447f6 extra_awesome_13_9
4c15a5fc62 extra_awesome_14
40623c195f extra_awesome_15
580b4b4128 extra_awesome_16
58e98d8971 extra_awesome_17
488b3deb26 extra_awesome_18
57ce186e10 extra_awesome_19
45f847b592 extra_awesome_2
72e75a4b7a extra_awesome_20
44cd55af2c extra_awesome_21
420c66505d extra_awesome_22
36eca9de41 extra_awesome_23
30a14698e8 extra_awesome_24
3491e66ea2 extra_awesome_25
0fd4402479 extra_awesome_26
06d13b84d9 extra_awesome_27
7b0cdb826c extra_awesome_28
2be2628731 extra_awesome_28_0
5e9ba01100 extra_awesome_28_1
60f593245a extra_awesome_29
312aa224de extra_awesome_3
2f95aa4d60 extra_awesome_30
3728970651 extra_awesome_31
5b45b1658b extra_awesome_4
52a27d5cb9 extra_awesome_4_0
2f24b80710 extra_awesome_4_1
31c36f1ef6 extra_awesome_4_10
397a0e8c84 extra_awesome_4_11
69665586fe extra_awesome_4_12
0b486f6776 extra_awesome_4_13
556984b863 extra_awesome_4_14
2fe4d2c4dd extra_awesome_4_15
455eeb8781 extra_awesome_4_16
4f695d8279 extra_awesome_4_17
6e475049a4 extra_awesome_4_18
0d9ff1dfdb extra_awesome_4_2
35571846a4 extra_awesome_4_3
032a3a7653 extra_awesome_4_4
5b29a7a10c extra_awesome_4_5
0d3508fbf1 extra_awesome_4_6
47fa9a0ebb extra_awesome_4_7
08351f833b extra_awesome_4_8
037a1a1854 extra_awesome_4_9
2a0b105048 extra_awesome_5
1c03825226 extra_awesome_6
40c09505b0 extra_awesome_7
3dee1362e0 extra_awesome_8
475a9031ca extra_awesome_9
722cf1131e fairy_current_form_tooltip
46ac528e81 fire_current_form_tooltip
0237c0416d fire_current_meter_tooltip
745bed349e fire_selection_button
2cc92e7c02 flash_balance_teams_scoreboard
6c635c5e8d flash_balance_teams_title
4b45ae2447 flash_character_button_abilities
17e7061d67 flash_character_button_lore
404713b293 flash_character_button_stats
75d41861f2 flash_character_button_tips
7c83d1ef44 flash_character_herolevel
714a175f23 flash_character_lore
6e8c4a7275 flash_character_passive_01_desc
5cc4345356 flash_character_passive_01_name
238c1f568a flash_character_playername
3ceff4f658 flash_character_spell_01_cooldown
1871e75c6c flash_character_spell_01_desc
0b8452f48f flash_character_spell_01_name
380560c46a flash_character_spell_02_cooldown
091339ca7c flash_character_spell_02_desc
08df5ac3f2 flash_character_spell_02_name
2c388c7ebf flash_character_spell_03_cooldown
2310b74d9a flash_character_spell_03_desc
0b781d20e7 flash_character_spell_03_name
4ee6e0ad14 flash_character_spell_04_cooldown
540b33a541 flash_character_spell_04_desc
28310c9bec flash_character_spell_04_name
64fc1c32db flash_character_stats_cooldown
51c62d999c flash_character_stats_inventory
15b7c4ea85 flash_character_stats_passive
63c36c69ea flash_character_stats_seconds
537f62fe2e flash_character_stats_stat01
0a5c7599dd flash_character_stats_stat02
7b0d1f3328 flash_character_stats_stat02_0
69fc121c79 flash_character_stats_stat02_1
0698a6a762 flash_character_stats_stat02_10
3c055c14f5 flash_character_stats_stat02_11
0131bf9c53 flash_character_stats_stat02_12
7efa225044 flash_character_stats_stat02_2
55f0f6a9d0 flash_character_stats_stat02_3
479195ff2b flash_character_stats_stat02_4
4d96ad2c9e flash_character_stats_stat02_5
35a4164862 flash_character_stats_stat02_6
12044dc5dd flash_character_stats_stat02_7
3111c7911d flash_character_stats_stat02_8
697d63ec67 flash_character_stats_stat02_9
75f8ae14bd flash_character_stats_stat02_ferocity
1fbee9557d flash_character_stats_stat02_fury
035dd6f1e1 flash_character_stats_stat02_heat
6b5198e0f4 flash_character_stats_stat03
1adacc62a2 flash_character_stats_stat04
44c02a4bbe flash_character_stats_stat05
0173af63f5 flash_character_stats_stat06
6d3bbb8d24 flash_character_stats_stat07
311a1bd4ca flash_character_stats_stat08
3b7351ac0b flash_character_stats_stat09
764c458392 flash_character_stats_stat10
22ba51c4b2 flash_character_stats_stat11
02017acfd6 flash_character_stats_stat12
5dffc796d8 flash_character_stats_stat13
2660a6285e flash_character_stats_stat13_0
23d9cddd77 flash_character_stats_stat13_1
7c6ddb20f8 flash_character_stats_stat13_2
616b6c0cb1 flash_character_stats_stat13_3
664c0c43ec flash_character_stats_stat13_4
091bfffb0a flash_character_stats_stat13_5
1766abe026 flash_character_stats_stat13_6
301e478304 flash_character_stats_stat13_7
529e61b55e flash_character_stats_stat13_8
62e4b664a1 flash_character_stats_stat13_9
54ed076b8d flash_character_stats_stat14
37e260536a flash_character_stats_stat15
4605b08c53 flash_character_stats_stat16
7fa552fd5f flash_character_stats_stat17
2a9aa7bd25 flash_character_stats_stat18
02060531b1 flash_character_stats_stat19
17ab0edd6f flash_character_tips
3b731c4b2b flash_character_title
6b891ce7cc flash_cost_unavailable
209895bd3d flash_deathrecap_ability_title
05dad130fc flash_deathrecap_assist_title
2f8c021a43 flash_deathrecap_basicattack_text
13a8615611 flash_deathrecap_damage
541da88b36 flash_deathrecap_damage_debuff
610800677f flash_deathrecap_damage_magic
7688848c67 flash_deathrecap_damage_physical
3dcb192dda flash_deathrecap_damage_true
01b5724fa9 flash_deathrecap_damage_unit
14b1361c73 flash_deathrecap_defaulttooltip
6eee8d020f flash_deathrecap_item_title
7dc6a91787 flash_deathrecap_killer_clone
65e039331f flash_deathrecap_killer_fallen
02c90ac5af flash_deathrecap_killer_minion
339df39bca flash_deathrecap_killer_pet
41a09d865f flash_deathrecap_killer_title
503f8e7dd9 flash_deathrecap_killer_tower
54993ca16c flash_deathrecap_time_unit
3b979bf90a flash_deathrecap_title
15cc6b341f flash_deathrecap_toggletext
7c63d3f46c flash_endofgame_continue
5a81143f90 flash_endofgame_defeat
2902a73088 flash_endofgame_defeat_doomed
741455ac45 flash_endofgame_defeat_secondplace
5a46133260 flash_endofgame_victory
3f224173b8 flash_endofgame_victory_doomed
52efab834f flash_endofgame_victory_secondplace
15637f6a6e flash_hud_attributetitle0
16a9df9baa flash_hud_attributetitle1
1450482d68 flash_hud_attributetitle2
7164f546a6 flash_hud_attributetitle3
0777f95b33 flash_hud_attributetitle4
3919fcb0e6 flash_hud_attributetitle5
317e135572 flash_hud_chat_alert
44c41a07d7 flash_hud_chat_all
4f919775b1 flash_hud_chat_bounty_ping
50b09024f7 flash_hud_chat_disabled
0f547fe69b flash_hud_chat_disconnected
0f536e2df5 flash_hud_chat_error_ignore
0a4985a2a7 flash_hud_chat_error_ignorecheck
1f1d1d0398 flash_hud_chat_error_mute
0b1f284638 flash_hud_chat_info_add
0865bc39cd flash_hud_chat_info_allchannelhidden
0079a9de1e flash_hud_chat_info_alliedchathidden
79d68361b6 flash_hud_chat_info_buddy_list
16d965a9d0 flash_hud_chat_info_chatdisabled
06d41ed927 flash_hud_chat_info_emote_mute_list
472a819294 flash_hud_chat_info_ignore_add
29bb2dc937 flash_hud_chat_info_ignore_list
2cebfba1e2 flash_hud_chat_info_ignore_message
62dbf36464 flash_hud_chat_info_ignore_remove
6cefa23b05 flash_hud_chat_info_mute_list
24e69dcd6a flash_hud_chat_info_muteemote_add
2747f15192 flash_hud_chat_info_muteemote_remove
1dd27522e7 flash_hud_chat_info_muteping_add
46fea2aeeb flash_hud_chat_info_muteping_remove
1a4b49002d flash_hud_chat_info_ping_mute_list
18fd4b77a9 flash_hud_chat_info_remove
117e12ed57 flash_hud_chat_info_spectator
6780e41556 flash_hud_chat_neverconnected
748db3e625 flash_hud_chat_not_connected
11fdde2ccc flash_hud_chat_notinparty
26fc43bb96 flash_hud_chat_party
50ba010c60 flash_hud_chat_partyinvitefailure
1df8a80432 flash_hud_chat_partyinvitesuccess
1a17fd39fc flash_hud_chat_restricted_all_chat
49d25a20d7 flash_hud_chat_restricted_label
1cff447639 flash_hud_chat_restricted_limit
5b5cf5aa1a flash_hud_chat_restricted_start
22196ebafe flash_hud_chat_restricted_start2
75e402759a flash_hud_chat_to
4d6f1cb302 flash_hud_chat_usernotfound
17fafa91c0 flash_hud_chat_usernotfoundanywhere
2adcd04d15 flash_hud_chat_useroffline
2537aaabf2 flash_hud_chat_whisper_help
0b6324f3ef flash_hud_chat_you
31de0da656 flash_hud_chatboxclearhistory
06bb4bb19c flash_hud_chatboxsendall
0baaf6f1eb flash_hud_chatboxsendteam
59b59a5d90 flash_hud_experiencebarlevelprefix
1cced22e7e flash_hud_healthregen
1574a99669 flash_hud_level
4e47e60507 flash_hud_manaregen
72294a6b63 flash_hud_maxlevel
23e323e196 flash_hud_piwarmor
5a4343077f flash_hud_piwdamage
274dc1c28a flash_hud_piwspeed
51476b4193 flash_hud_piwspelldamage
2da7cc5e2d flash_hud_piwstats
4e40a93093 flash_hud_respawnin
381d45fd1f flash_hud_sidebarmenu
25be10c5ce flash_itemshop_broker_btnbuy_buy
23a546b4f0 flash_itemshop_broker_btnbuy_forge
0692bdb60e flash_itemshop_broker_btnsell_sell
5d30b02aaf flash_itemshop_broker_btnundo_undo
570ca8ba70 flash_itemshop_broker_goldtitle
647bc30af3 flash_itemshop_builds_buildtitle
6bc4f9d7f1 flash_itemshop_builds_sidegradetitle
0c941aab15 flash_itemshop_categories_active
50db613d08 flash_itemshop_categories_allitems
46bac337da flash_itemshop_categories_armor
06529d57bc flash_itemshop_categories_armorpenetration
7708c74e5a flash_itemshop_categories_attack
720499c41c flash_itemshop_categories_attackspeed
2ef0f441b4 flash_itemshop_categories_aura
200e4cce3a flash_itemshop_categories_back
4253cee0fa flash_itemshop_categories_bilgewater
7f7147fb74 flash_itemshop_categories_boots
54b4fc47b1 flash_itemshop_categories_colloquialism_armor
16d48528a9 flash_itemshop_categories_colloquialism_attackspeed
08d27e6140 flash_itemshop_categories_colloquialism_cooldownreduction
24aeb2a7e0 flash_itemshop_categories_colloquialism_damage
5274408311 flash_itemshop_categories_colloquialism_goldper
48db3ba017 flash_itemshop_categories_colloquialism_health
14cc1b985a flash_itemshop_categories_colloquialism_healthregen
1922f3d985 flash_itemshop_categories_colloquialism_lifesteal
19795c94dd flash_itemshop_categories_colloquialism_mana
2f0b317871 flash_itemshop_categories_colloquialism_manaregen
398972df8e flash_itemshop_categories_colloquialism_movement
23612932e7 flash_itemshop_categories_colloquialism_onhit
38fd0cd43a flash_itemshop_categories_colloquialism_spellblock
0c20e855fd flash_itemshop_categories_colloquialism_spelldamage
2b301c5aa3 flash_itemshop_categories_colloquialism_spellvamp
35197c1ed3 flash_itemshop_categories_colloquialism_stealth
7b7ed25d63 flash_itemshop_categories_consumable
49ae558a26 flash_itemshop_categories_consumables
496d6d41d3 flash_itemshop_categories_cooldownreduction
7b69e3dfbc flash_itemshop_categories_cooldownreducton
2d6dd9ba0c flash_itemshop_categories_criticalstrike
627de1164a flash_itemshop_categories_crumbhome
1d3f6cb5ae flash_itemshop_categories_damage
4eff3e3749 flash_itemshop_categories_defense
7b8867e5eb flash_itemshop_categories_gold
20f9077416 flash_itemshop_categories_goldper
1e113ebba3 flash_itemshop_categories_health
641a7c695e flash_itemshop_categories_healthregen
5a0783b541 flash_itemshop_categories_internal
4839b9d81c flash_itemshop_categories_jungle
0f0539a638 flash_itemshop_categories_lane
4895f8493d flash_itemshop_categories_lifesteal
5d58a4d380 flash_itemshop_categories_magic
7803ea0167 flash_itemshop_categories_magicpenetration
3f459e8a29 flash_itemshop_categories_mana
5ae70feb6a flash_itemshop_categories_manaregen
2595fe8561 flash_itemshop_categories_message0
504d2a7fda flash_itemshop_categories_message1
05f60ec4e7 flash_itemshop_categories_message2
3b5c4ea0cd flash_itemshop_categories_movement
0f0b811156 flash_itemshop_categories_nonbootsmovement
4296874c2c flash_itemshop_categories_onhit
431d20fc6c flash_itemshop_categories_searchoverride_vision
0f9fa0a465 flash_itemshop_categories_slow
475aaf5b10 flash_itemshop_categories_special
2b2189cc94 flash_itemshop_categories_spellblock
66ab3117f6 flash_itemshop_categories_spelldamage
62087d6d6e flash_itemshop_categories_spellvamp
46542de380 flash_itemshop_categories_start
10d0b1f403 flash_itemshop_categories_stealth
79a42467d7 flash_itemshop_categories_tenacity
6bb13fdc8d flash_itemshop_categories_tools
466f2175eb flash_itemshop_categories_tooltip_allitems
6a3e84a093 flash_itemshop_categories_tooltip_armor
065f9fc53b flash_itemshop_categories_tooltip_attack
0c001e8e24 flash_itemshop_categories_tooltip_attackspeed
2e7079f96e flash_itemshop_categories_tooltip_bilgewater
56e1cb725d flash_itemshop_categories_tooltip_boots
194720ad60 flash_itemshop_categories_tooltip_consumable
687203d94d flash_itemshop_categories_tooltip_cooldownreduction
35e2e1fa2c flash_itemshop_categories_tooltip_criticalstrike
259b9a4afd flash_itemshop_categories_tooltip_damage
598a9cf192 flash_itemshop_categories_tooltip_defense
42ef8967af flash_itemshop_categories_tooltip_goldper
60dcc62813 flash_itemshop_categories_tooltip_health
45ebf09fb9 flash_itemshop_categories_tooltip_healthregen
47f73530e2 flash_itemshop_categories_tooltip_jungle
360ba0b35d flash_itemshop_categories_tooltip_lane
249abc020c flash_itemshop_categories_tooltip_lifesteal
55c5f8ed19 flash_itemshop_categories_tooltip_magic
5ee4b8368a flash_itemshop_categories_tooltip_mana
7915cbf6d7 flash_itemshop_categories_tooltip_manaregen
269c84d0b7 flash_itemshop_categories_tooltip_movement
41c06c9d57 flash_itemshop_categories_tooltip_nonbootsmovement
641bcf09fb flash_itemshop_categories_tooltip_special
2a6232e224 flash_itemshop_categories_tooltip_spellblock
4512ec4269 flash_itemshop_categories_tooltip_spelldamage
5fa33369eb flash_itemshop_categories_tooltip_spellvamp
157821bb8c flash_itemshop_categories_tooltip_start
20fd76ff86 flash_itemshop_categories_tooltip_tenacity
